,D1_place,D2_place,D3_place,D1_goal,D2_goal,D3_goal,D1_source,D2_source,D3_source,I[U;W],I[M;W],gamma_fit,epsilon,gNID,Language,Area,r patterns,theta patterns,systematicity_score
19,0,0,0,0,0,0,0,1,0,0.031822588383499564,0.12385623574426737,2.515940407314613,0.017958251216855528,0.9360856965458257,simulated20,simulated,2.0,2.0,4.0
20,0,1,0,1,0,0,0,0,1,0.046652815978763695,0.649807114273653,2.56864952906292,0.20767773115939628,0.9867282927192731,simulated21,simulated,3.0,3.0,6.0
21,0,1,1,1,0,1,1,0,1,0.050298490638058246,0.6926763459998665,2.577541122425862,0.21995495252357594,0.9754649659131491,simulated22,simulated,2.0,2.0,4.0
22,0,0,1,0,1,0,1,1,0,0.08756422836536881,0.5405307492687919,2.7334954742320607,0.11560324651413564,0.8417256760496099,simulated23,simulated,2.0,2.0,4.0
23,0,0,1,0,0,1,1,1,0,0.11453348954811404,0.48388436298115356,2.8888857402151316,0.06358929665264129,0.6406611337803516,simulated24,simulated,1.0,1.0,2.0
24,0,1,1,1,0,0,0,0,0,0.06242787750225087,0.6763421707106496,2.6224629104778705,0.1979314755602265,0.9648291098622107,simulated25,simulated,2.0,2.0,4.0
25,0,1,0,0,0,1,1,1,0,0.09001490187362016,0.59552430809133,2.742957695504879,0.13280689116366112,0.9087524519748617,simulated26,simulated,2.0,2.0,4.0
26,0,0,0,0,0,1,0,0,0,0.028126714354509835,0.11361652531394124,2.507261314347829,0.017638516974188292,0.9520986323861561,simulated27,simulated,2.0,2.0,4.0
27,0,1,0,0,1,0,1,0,0,0.0736342625833526,0.609564578466745,2.6681676024471916,0.15840204389191856,0.9743469084928927,simulated28,simulated,2.0,2.0,4.0
28,0,0,1,1,1,1,0,0,1,0.10169839812089942,0.6476801410539077,2.810116740715871,0.13665558378201162,0.9243913223579296,simulated29,simulated,2.0,2.0,4.0
29,0,1,1,1,0,1,0,0,0,0.07803875698524876,0.6840607515266969,2.6866717407699157,0.18064846625872125,0.9348392703211085,simulated30,simulated,3.0,3.0,6.0
30,0,1,1,1,1,1,0,0,1,0.12179239436604905,0.6929696010076828,2.9392336907480314,0.12644752690769287,0.8813422864819832,simulated31,simulated,3.0,3.0,6.0
31,0,1,0,0,1,0,1,1,1,0.10209441695866728,0.6379091151502965,2.810116740715871,0.13278247598134107,0.9050852880320468,simulated32,simulated,2.0,2.0,4.0
32,0,1,0,1,0,1,1,0,1,0.03123778123185983,0.6882676357570954,2.515940407314613,0.24287722716355511,0.9945572915772363,simulated33,simulated,1.0,1.0,2.0
33,0,1,1,1,1,0,1,0,0,0.05783988032330989,0.6885281743904322,2.604401002986414,0.20858875059488352,0.9929725333098604,simulated34,simulated,2.0,2.0,4.0
34,0,0,1,1,0,0,1,1,0,0.05569389199012753,0.6469115723616061,2.595416752659185,0.19542751490488058,0.9591167947997029,simulated35,simulated,2.0,2.0,4.0
35,0,1,1,0,0,0,0,0,1,0.11058214313549841,0.543720871704799,2.859091892859722,0.08915062677314466,0.9028927778358498,simulated36,simulated,3.0,3.0,6.0
36,0,0,0,0,1,0,0,1,0,0.040446173915500205,0.31095005986970614,2.542158362966211,0.0827848117568911,0.9930113181694451,simulated37,simulated,2.0,2.0,4.0
37,0,0,1,1,1,1,1,1,0,0.07237298587800478,0.6859295078662007,2.658963380198815,0.1889356613303616,0.9502653061724516,simulated38,simulated,2.0,2.0,4.0
38,0,1,0,1,0,1,0,0,1,0.05024677172228009,0.6630628405890231,2.577541122425862,0.2085176188872177,0.9869317928848639,simulated39,simulated,2.0,2.0,4.0
39,0,1,0,1,0,0,0,0,0,0.05074917383141442,0.6435862716199435,2.577541122425862,0.20045895752013243,0.9767705097799928,simulated40,simulated,3.0,3.0,6.0
40,0,0,0,1,1,1,0,0,0,0.09695471549164592,0.5888579212236025,2.7811352590122937,0.1216938651736055,0.9661271751113636,simulated41,simulated,1.0,1.0,2.0
41,0,0,0,0,0,0,1,0,0,0.07868438638209307,0.2605005904240869,2.6866717407699157,0.022350469185120504,0.7381425925779693,simulated42,simulated,2.0,2.0,4.0
42,0,0,0,1,1,1,0,1,1,0.0785731311252913,0.6211641990000583,2.6866717407699157,0.15670350884116432,0.9978355263210978,simulated43,simulated,2.0,2.0,4.0
43,0,0,0,0,0,0,1,1,1,0.11310366229144586,0.34559479630122913,2.878920119472747,0.01720501183411629,0.5338481001259554,simulated44,simulated,1.0,1.0,2.0
44,0,0,0,0,0,1,1,0,1,0.07590823442171324,0.3396651727177207,2.6774036858741894,0.05477850974022738,0.8041529519883204,simulated45,simulated,3.0,3.0,6.0
45,0,1,1,0,0,0,1,0,1,0.10515607950848738,0.6161768022418338,2.8296053173800644,0.12113868804968747,0.8980258137891984,simulated46,simulated,3.0,3.0,6.0
46,0,0,0,1,0,0,0,1,1,0.06163480879355232,0.5290991972323815,2.6224629104778705,0.14257771645680656,0.9916070462667658,simulated47,simulated,2.0,2.0,4.0
47,0,1,0,0,1,1,1,1,0,0.10054430624980792,0.6471340706092833,2.8004228447995465,0.1380887142134712,0.9259168465614396,simulated48,simulated,3.0,3.0,6.0
48,0,0,1,1,0,0,0,0,1,0.06377061391095229,0.5725513244260219,2.6315407833233238,0.1564682743235955,0.9724333809458668,simulated49,simulated,2.0,2.0,4.0
49,0,1,1,0,1,1,0,0,1,0.15656595378843685,0.6302669451337823,3.271578750372998,0.06159618480717795,0.791099537709252,simulated50,simulated,2.0,2.0,4.0
50,0,0,0,1,0,0,1,0,0,0.07558372050274831,0.5704525764095798,2.6774036858741894,0.14130123310720297,0.9455095203926396,simulated51,simulated,2.0,2.0,4.0
51,0,1,1,0,0,0,0,0,0,0.10316278029294035,0.5316019517767876,2.819844192856827,0.0935598968401539,0.9112166493817258,simulated52,simulated,2.0,2.0,4.0
52,0,1,1,0,0,0,0,1,1,0.122962378628658,0.5737120530623613,2.949408091919189,0.08441064275650764,0.9079735852689066,simulated53,simulated,2.0,2.0,4.0
53,0,1,0,1,0,1,0,0,0,0.05362214766905349,0.6578842597270891,2.5864634947766127,0.20242453702753122,0.9790715982408573,simulated54,simulated,2.0,2.0,4.0
54,0,1,0,0,0,0,1,0,1,0.07237285502898394,0.5530179102428734,2.658963380198815,0.13894954618099295,0.9512178611481085,simulated55,simulated,2.0,2.0,4.0
55,0,0,0,0,1,1,0,0,1,0.057662623130897095,0.32690296101470817,2.604401002986414,0.06991442043148755,0.9761172882116729,simulated56,simulated,3.0,3.0,6.0
56,0,0,0,1,0,1,1,1,1,0.07251198731988084,0.625747537011854,2.6681676024471916,0.1655895148088666,0.9311864569462032,simulated57,simulated,2.0,2.0,4.0
57,0,1,1,1,1,1,1,1,1,0.09262773028499971,0.6691874558173132,2.7619805142230325,0.1559606038105088,0.9225225333895051,simulated58,simulated,2.0,2.0,4.0
58,0,0,1,1,1,0,1,0,1,0.0581790570491576,0.6725815650235407,2.604401002986414,0.20212662684643606,0.9802706576035841,simulated59,simulated,2.0,2.0,4.0
59,0,0,0,1,1,0,1,1,1,0.07701184127965699,0.6540861119882233,2.6866717407699157,0.1705185893113022,0.9318756946788561,simulated60,simulated,2.0,2.0,4.0
60,0,1,0,0,1,1,0,0,1,0.09799241371607748,0.5729260221750611,2.7907623893508964,0.11453096802517439,0.9715062342014935,simulated61,simulated,3.0,3.0,6.0
61,0,0,1,0,0,0,1,0,1,0.09400625480157798,0.418065677862848,2.7619805142230325,0.06366117067010275,0.7579101629892037,simulated62,simulated,3.0,3.0,6.0
62,0,1,0,1,1,0,1,0,1,0.05145466084961825,0.6930572331375995,2.5864634947766127,0.21819089098023267,0.9899376155723029,simulated63,simulated,2.0,2.0,4.0
63,0,0,0,0,0,1,1,0,0,0.06785670389831922,0.31794987531606267,2.6406500799784625,0.05543296246152176,0.8425536215938451,simulated64,simulated,3.0,3.0,6.0
64,0,0,0,1,0,1,0,1,1,0.05989690949823623,0.5577237925889909,2.6134163530412122,0.15576402692776709,0.9988343691150446,simulated65,simulated,3.0,3.0,6.0
65,0,0,1,1,0,1,0,0,0,0.0780192861808765,0.5868594742168848,2.6866717407699157,0.14448886991663326,0.940182656323435,simulated66,simulated,3.0,3.0,6.0
66,0,0,1,1,1,0,0,0,1,0.0811404364461501,0.6315065280124512,2.705304208038225,0.1568885375299805,0.9633686972412784,simulated67,simulated,1.0,1.0,2.0
67,0,1,0,1,1,1,1,1,1,0.06676848111674727,0.6892139866649611,2.6406500799784625,0.1971169098200988,0.9730685319355523,simulated68,simulated,2.0,2.0,4.0
68,0,0,1,0,0,1,1,0,1,0.10582595231174624,0.4581709364029143,2.8296053173800644,0.06462856612461208,0.7022842907225775,simulated69,simulated,2.0,2.0,4.0
69,0,0,1,0,0,0,0,0,1,0.07551676380761013,0.26554328615331585,2.6774036858741894,0.02748574022443632,0.8021751562255828,simulated70,simulated,2.0,2.0,4.0
70,0,1,1,0,1,1,0,0,0,0.15043296003043372,0.6227328938362415,3.2044454023971483,0.06673215504666027,0.8026079485705492,simulated71,simulated,2.0,2.0,4.0
71,0,1,1,1,1,0,0,0,1,0.09698791184852529,0.6927158877403541,2.7811352590122937,0.1590043996475798,0.9428117995516492,simulated72,simulated,2.0,2.0,4.0
72,0,0,1,1,0,1,0,1,1,0.0697066363250346,0.6195325136774416,2.6497909092194045,0.16720602175400667,0.9629696598906012,simulated73,simulated,3.0,3.0,6.0
73,0,0,0,1,0,1,1,0,0,0.06695489197245497,0.5944878602304327,2.6406500799784625,0.16105822374218481,0.9749820113915751,simulated74,simulated,3.0,3.0,6.0
74,0,1,0,0,0,0,0,1,1,0.07626408184100442,0.49471011064235193,2.6774036858741894,0.11233135152706467,0.9925098269015531,simulated75,simulated,3.0,3.0,6.0
75,0,0,0,1,1,0,0,1,1,0.0728931834062001,0.6007962144916461,2.6681676024471916,0.15585683626795077,0.9924433008848195,simulated76,simulated,3.0,3.0,6.0
76,0,0,1,0,0,1,0,0,1,0.09948034332840977,0.3223761542257469,2.7907623893508964,0.02326475097949682,0.6926568213139631,simulated77,simulated,1.0,1.0,2.0
77,0,1,0,1,1,0,0,1,1,0.07449552574981544,0.6876323398510578,2.6681676024471916,0.18679972282216303,0.9917856210239693,simulated78,simulated,3.0,3.0,6.0
78,0,1,0,0,0,1,0,0,1,0.07044346777289978,0.49071664348776367,2.658963380198815,0.1174482734967919,0.9805902270382415,simulated79,simulated,2.0,2.0,4.0
79,0,1,1,0,0,1,0,0,1,0.13062824641051463,0.5707608940138822,3.0008108354220266,0.07438230369757357,0.8199998794785966,simulated80,simulated,2.0,2.0,4.0
80,0,1,1,0,1,1,1,0,1,0.13212337705355792,0.6718785774135394,3.0216219039351326,0.10584441942533922,0.8455852251552726,simulated81,simulated,2.0,2.0,4.0
81,0,1,0,0,0,0,1,0,0,0.06689819526701468,0.5413445020270685,2.6406500799784625,0.1409898161764081,0.9609907233689287,simulated82,simulated,3.0,3.0,6.0
82,0,0,0,1,1,0,1,1,0,0.07617910092346247,0.6481841354168232,2.6774036858741894,0.1697382916187836,0.93887292993615,simulated83,simulated,2.0,2.0,4.0
83,0,1,1,0,1,0,0,1,1,0.13970013757669386,0.6323086685660897,3.084925087249343,0.08335086570548887,0.9129755878903264,simulated84,simulated,2.0,2.0,4.0
84,0,1,1,1,0,0,1,1,1,0.05374298430486579,0.6924879958968821,2.5864634947766127,0.21568248429478795,0.9683096986765026,simulated85,simulated,2.0,2.0,4.0
85,0,0,1,0,1,0,1,0,1,0.07819156555778417,0.5193296648927049,2.6866717407699157,0.11918147324965128,0.883877453069586,simulated86,simulated,2.0,2.0,4.0
86,0,1,0,0,1,1,0,0,0,0.09644742733484679,0.5622311340101114,2.7811352590122937,0.11262708204882751,0.9674906729485545,simulated87,simulated,3.0,3.0,6.0
87,0,1,1,0,1,0,1,0,1,0.11184968370321191,0.6606047302733049,2.8689888765513305,0.12831808015873925,0.9167272349434645,simulated88,simulated,2.0,2.0,4.0
88,0,1,0,1,1,0,1,0,0,0.05348552926268835,0.6925909199369944,2.5864634947766127,0.21597973268425993,0.9893998119066415,simulated89,simulated,3.0,3.0,6.0
89,0,0,1,0,1,1,0,1,0,0.10064744317919438,0.47512340859384516,2.8004228447995465,0.07656247386423291,0.8597243368907629,simulated90,simulated,3.0,3.0,6.0
90,0,1,0,0,0,0,0,0,0,0.05846180794500788,0.4380826178506105,2.604401002986414,0.11180438245321918,0.9901851319143125,simulated91,simulated,2.0,2.0,4.0
91,0,0,0,1,1,0,0,0,0,0.09170932833122147,0.564092436491438,2.7524526710413357,0.11923693903060643,0.9553484625617581,simulated92,simulated,2.0,2.0,4.0
92,0,0,0,1,0,1,0,1,0,0.059634802007823895,0.5462783977004351,2.6134163530412122,0.15164665815323725,0.9996031195137056,simulated93,simulated,2.0,2.0,4.0
93,0,0,1,1,1,0,0,0,0,0.08224443892884148,0.6240503335726822,2.705304208038225,0.1530283960453926,0.9577512831977721,simulated94,simulated,2.0,2.0,4.0
94,0,1,0,1,1,1,1,1,0,0.06426284864684584,0.6907857943330598,2.6315407833233238,0.2009057897387605,0.9802349360301009,simulated95,simulated,3.0,3.0,6.0
95,0,1,1,1,1,1,1,0,0,0.07677387965396676,0.6827062824398991,2.6866717407699157,0.18140919972075273,0.9708499469601918,simulated96,simulated,2.0,2.0,4.0
96,0,1,1,1,0,0,0,1,1,0.06305572927744452,0.6871902703097272,2.6224629104778705,0.2014402312297882,0.9842203166423515,simulated97,simulated,1.0,1.0,2.0
97,0,0,1,0,0,0,0,0,0,0.06497712855178833,0.2396976923744994,2.6315407833233238,0.028775545157454684,0.8329002002880298,simulated98,simulated,2.0,2.0,4.0
98,0,1,1,1,1,0,0,0,0,0.09693892852777553,0.6919311074893224,2.7811352590122937,0.15877120314680215,0.9362925283028993,simulated99,simulated,3.0,3.0,6.0
99,0,1,0,1,1,0,0,0,0,0.08270185156935772,0.6770944869433413,2.705304208038225,0.17217844685133454,0.9565486096385358,simulated100,simulated,3.0,3.0,6.0
100,0,1,1,0,1,0,0,0,0,0.1249140429139386,0.6025942084711887,2.9596177126237673,0.09193088911581718,0.9001417201919357,simulated101,simulated,3.0,3.0,6.0
101,0,0,1,1,0,1,1,0,1,0.06231740318594836,0.6512579744942988,2.6224629104778705,0.18847682080792383,0.9582633471401073,simulated102,simulated,2.0,2.0,4.0
102,0,1,0,1,1,1,0,1,0,0.08391617428584897,0.690206537141149,2.7146688429052146,0.1752008473380976,0.9907877044078763,simulated103,simulated,2.0,2.0,4.0
103,0,0,1,0,0,1,0,0,0,0.09014258955223226,0.29975810991022955,2.742957695504879,0.02485173000056988,0.7240397137552967,simulated104,simulated,2.0,2.0,4.0
104,0,1,0,0,0,1,0,0,0,0.0669274448525446,0.47613838761419913,2.6406500799784625,0.11626736134294875,0.979558728596689,simulated105,simulated,3.0,3.0,6.0
105,0,1,1,0,1,1,1,0,0,0.12316931946424381,0.6675135186148893,2.949408091919189,0.1160071901562481,0.8732323975361251,simulated106,simulated,1.0,1.0,2.0
106,0,1,1,1,1,0,1,1,1,0.07334981537010521,0.6786587496244026,2.6681676024471916,0.18458222984897116,0.9626962983419567,simulated107,simulated,3.0,3.0,6.0
107,0,0,0,1,1,1,1,0,0,0.07428392411075146,0.6464416943701564,2.6681676024471916,0.17157352158740374,0.9831407001039283,simulated108,simulated,2.0,2.0,4.0
108,0,1,1,1,0,1,1,1,1,0.06394229054411227,0.6895712555135955,2.6315407833233238,0.20076481639681307,0.9462612981872268,simulated109,simulated,3.0,3.0,6.0
109,0,1,0,1,0,0,0,1,1,0.04580922122796838,0.6644461807740736,2.5597886085113,0.2149604454268209,0.9971962432246236,simulated110,simulated,2.0,2.0,4.0
110,0,0,0,0,0,1,0,1,1,0.05216529308191581,0.22969090149027743,2.5864634947766127,0.038329718799045516,0.9101762459264072,simulated111,simulated,3.0,3.0,6.0
111,0,1,1,0,1,0,1,0,0,0.10347536334207441,0.6552195041533471,2.819844192856827,0.1370857473788418,0.9351589012686168,simulated112,simulated,2.0,2.0,4.0
112,0,0,0,0,1,0,1,1,0,0.07554209263820999,0.4500426953737753,2.6774036858741894,0.09637023257390971,0.8507811896119225,simulated113,simulated,3.0,3.0,6.0
113,0,1,0,1,0,1,0,1,1,0.048226100333019994,0.674944441691437,2.56864952906292,0.21589065046327566,0.9985430691617286,simulated114,simulated,2.0,2.0,4.0
114,0,1,1,1,0,1,0,1,1,0.0782449173152795,0.6912959459368753,2.6866717407699157,0.18313530124344565,0.9559522155386909,simulated115,simulated,2.0,2.0,4.0
115,0,1,1,1,0,0,0,1,0,0.05804496783571933,0.6848059079297601,2.604401002986414,0.20695444137030158,0.9872482122267903,simulated116,simulated,2.0,2.0,4.0
116,0,1,0,0,1,1,1,0,1,0.0854345798296231,0.6359688121322752,2.724065894232403,0.15317076809489005,0.9637012401860628,simulated117,simulated,2.0,2.0,4.0
117,0,1,0,1,0,0,1,0,0,0.03414984652913067,0.679160791446078,2.5246495436814564,0.2355256505097407,0.9904066612409653,simulated118,simulated,2.0,2.0,4.0
118,0,1,1,1,0,0,1,0,0,0.03556222894452565,0.6924451025752464,2.5246495436814564,0.23937511172821385,0.9946938346342791,simulated119,simulated,1.0,1.0,2.0
119,0,1,0,1,0,0,1,1,1,0.04649840536651095,0.6888083505123117,2.56864952906292,0.22301569865528778,0.9688261874652255,simulated120,simulated,3.0,3.0,6.0
120,0,0,1,1,0,1,1,0,0,0.05845605943339094,0.6451436626896474,2.604401002986414,0.19131441797808954,0.9707221350866242,simulated121,simulated,3.0,3.0,6.0
121,0,0,1,1,1,1,1,0,1,0.073157993907077,0.6812578001988452,2.6681676024471916,0.1857481470067596,0.9606131641277669,simulated122,simulated,3.0,3.0,6.0
122,0,1,1,1,0,1,1,0,0,0.045877888246462106,0.6930894506391345,2.5597886085113,0.2260814796867148,0.9848829893697835,simulated123,simulated,2.0,2.0,4.0
123,0,0,0,1,0,0,1,1,1,0.08083048865206788,0.6060548888571783,2.695971877806266,0.1483019460271898,0.9046257188338594,simulated124,simulated,2.0,2.0,4.0
124,0,0,1,0,1,1,1,0,1,0.09794350396566243,0.5489958050924324,2.7907623893508964,0.10600508216635285,0.8214041754079509,simulated125,simulated,3.0,3.0,6.0
125,0,1,0,1,0,1,1,1,1,0.04351300543549885,0.6921400166613794,2.5509582549607996,0.22886446616558617,0.9775679508630407,simulated126,simulated,2.0,2.0,4.0
126,0,0,1,0,1,0,0,0,1,0.08039257667124633,0.4075321196449905,2.695971877806266,0.07510304790384682,0.89844480049213,simulated127,simulated,2.0,2.0,4.0
127,0,1,1,1,1,0,1,1,0,0.0659686262278909,0.6818735742267579,2.6406500799784625,0.1951369899505127,0.9770939758944259,simulated128,simulated,2.0,2.0,4.0
128,0,1,0,1,0,0,0,1,0,0.045502975236764165,0.6593872359934942,2.5597886085113,0.2132903779194189,0.9938245296780059,simulated129,simulated,2.0,2.0,4.0
129,0,0,0,0,0,1,0,1,0,0.0388581034038428,0.20151756360084697,2.542158362966211,0.041325801542557696,0.948630002013044,simulated130,simulated,3.0,3.0,6.0
130,0,0,1,1,1,1,0,0,0,0.10226881652551745,0.6413058354514631,2.810116740715871,0.13381682345761245,0.9206556093622663,simulated131,simulated,2.0,2.0,4.0
131,0,1,1,1,1,1,0,0,0,0.12096232700518761,0.6931465821516156,2.929094387615516,0.1277767915094319,0.8805319078337954,simulated132,simulated,2.0,2.0,4.0
132,0,1,0,0,1,0,1,1,0,0.09444166214360739,0.6308654178776867,2.771541338824044,0.1397876441122696,0.9254820622130114,simulated133,simulated,2.0,2.0,4.0
133,0,0,1,1,1,1,0,1,1,0.09152792332808724,0.6627241968282507,2.7524526710413357,0.15525247893986324,0.953655885548866,simulated134,simulated,3.0,3.0,6.0
134,0,1,0,0,1,0,0,0,1,0.08346739335322129,0.5461530753067845,2.7146688429052146,0.12258479046892556,0.9873915394417618,simulated135,simulated,2.0,2.0,4.0
135,0,1,0,1,0,1,0,1,0,0.04737644092367188,0.6708980351681045,2.56864952906292,0.2151650048426656,0.9969196667292608,simulated136,simulated,1.0,1.0,2.0
136,0,1,1,1,0,1,0,1,0,0.07260170025997514,0.6898818709408756,2.6681676024471916,0.1895366479312906,0.9644429505727694,simulated137,simulated,2.0,2.0,4.0
137,0,1,1,1,1,1,0,1,1,0.11861538766725988,0.6905037276486655,2.9089205915814613,0.13011238425394386,0.9192405869303626,simulated138,simulated,2.0,2.0,4.0
138,0,1,1,0,0,0,1,1,1,0.13259563987579925,0.6364917369816873,3.0216219039351326,0.09366094932538821,0.8036013256543652,simulated139,simulated,2.0,2.0,4.0
139,0,1,0,0,1,1,1,0,0,0.08108989152885182,0.628798174484728,2.705304208038225,0.15593795528395424,0.9733051082523173,simulated140,simulated,2.0,2.0,4.0
140,0,1,0,1,0,1,1,0,0,0.03163239305831411,0.6860920442819951,2.515940407314613,0.24161789236163797,0.996021916147094,simulated141,simulated,2.0,2.0,4.0
141,0,0,0,0,1,1,1,0,1,0.06655508613014777,0.46139851583613756,2.6406500799784625,0.11105780980399743,0.9171008246671037,simulated142,simulated,3.0,3.0,6.0
142,0,1,1,0,1,1,0,1,1,0.16438203077364966,0.6483627970051893,3.3983306526774046,0.05695288155582928,0.8114955119024414,simulated143,simulated,1.0,1.0,2.0
143,0,0,0,0,0,1,1,1,1,0.10222036847991206,0.3932977615644178,2.810116740715871,0.04560983702476772,0.6537967991118404,simulated144,simulated,2.0,2.0,4.0
144,0,0,1,0,1,1,0,0,1,0.1090252553771146,0.44872068274899424,2.8492290502158477,0.05767701443579103,0.8015392737881373,simulated145,simulated,2.0,2.0,4.0
145,0,0,0,1,0,0,1,1,0,0.07916186114193224,0.5971001471873967,2.695971877806266,0.14664904717293764,0.9088642266442951,simulated146,simulated,3.0,3.0,6.0
146,0,0,1,0,0,0,0,1,1,0.08686703431531817,0.3285461772828479,2.7334954742320607,0.038749709646843836,0.7991200436507436,simulated147,simulated,3.0,3.0,6.0
147,0,0,1,0,1,1,1,0,0,0.08863431332744431,0.5371288963701653,2.7334954742320607,0.11328865504722231,0.8615928952764925,simulated148,simulated,2.0,2.0,4.0
148,0,0,1,0,1,0,0,0,0,0.07386489619173031,0.3891339206768238,2.6681676024471916,0.07555641353905354,0.9083262223108177,simulated149,simulated,3.0,3.0,6.0
149,0,0,0,1,1,1,0,1,0,0.07959809866940137,0.613075572870763,2.695971877806266,0.15213847445483794,0.9980950647291922,simulated150,simulated,2.0,2.0,4.0
150,0,0,0,0,0,0,1,1,0,0.10330496063064537,0.324182563035551,2.819844192856827,0.01986067768921684,0.586652196986803,simulated151,simulated,2.0,2.0,4.0
151,0,0,0,0,0,0,0,0,1,0.017772924904067657,0.05586156301413168,2.472843309057359,0.004956036910391561,0.957081674969905,simulated152,simulated,2.0,2.0,4.0
152,0,1,0,1,1,1,0,0,1,0.08782593699103325,0.6870243775769,2.7334954742320607,0.16893358868535924,0.9690505720284376,simulated153,simulated,3.0,3.0,6.0
153,0,1,1,0,0,0,1,0,0,0.09540811226051649,0.6077955931914995,2.771541338824044,0.1304973691391252,0.922701551520472,simulated154,simulated,2.0,2.0,4.0
154,0,0,0,1,0,0,0,1,0,0.06246046030680308,0.5162906357438972,2.6224629104778705,0.1368678923448477,0.9862373304880344,simulated155,simulated,3.0,3.0,6.0
155,0,0,1,1,0,0,0,0,0,0.06381949334787596,0.5618376494712543,2.6315407833233238,0.15234813936113992,0.9682644317170438,simulated156,simulated,3.0,3.0,6.0
156,0,1,0,0,1,0,0,0,0,0.08237930825428519,0.5341501172253023,2.705304208038225,0.11966243349196329,0.9808050618505941,simulated157,simulated,2.0,2.0,4.0
157,0,1,0,0,0,1,1,0,1,0.07321354593399476,0.5790308922427382,2.6681676024471916,0.14737906929939115,0.9517142587149082,simulated158,simulated,2.0,2.0,4.0
158,0,1,1,0,0,1,1,0,1,0.11873387822037373,0.6345253871992884,2.918990061445992,0.11036790028527024,0.841407627425869,simulated159,simulated,3.0,3.0,6.0
159,0,1,1,0,0,0,1,1,0,0.11884530265398796,0.6293551371167476,2.918990061445992,0.10848522964193799,0.849048525385215,simulated160,simulated,3.0,3.0,6.0
160,0,1,0,0,1,1,0,1,1,0.10612168380648335,0.5992541283443665,2.8296053173800644,0.11419250625082081,0.983366386204864,simulated161,simulated,2.0,2.0,4.0
